experiment,device,model,sample_id,expected,predicted,correct,tokens_per_sec,ttft_ms
E2-accuracy,device2,tinyllama,1,inquiry,"response:
hi i am unable to provide",False,3.43,2633.33
E2-accuracy,device2,tinyllama,2,inquiry,"response:
sure! the email is a",False,10.18,713.42
E2-accuracy,device2,tinyllama,3,inquiry,"response:
return policy: this email falls under",False,9.94,739.36
E2-accuracy,device2,tinyllama,4,inquiry,"response:
based on the provided email",False,10.93,650.56
E2-accuracy,device2,tinyllama,5,inquiry,"response:
the email is classified as a",False,10.58,684.42
E2-accuracy,device2,tinyllama,6,inquiry,"response:
yes your payment of rs",False,10.45,692.56
E2-accuracy,device2,tinyllama,7,inquiry,"response:
category: inquiry

thank",True,11.32,620.47
E2-accuracy,device2,tinyllama,8,inquiry,"response:
the email is classified as a",False,10.98,646.93
E2-accuracy,device2,tinyllama,9,inquiry,"response:
yes we do offer bulk disc",False,11.19,627.5
E2-accuracy,device2,tinyllama,10,inquiry,"response:
yes the new 20",False,9.77,760.87
E2-accuracy,device2,tinyllama,11,complaint,"response:
category: complaint

thank",True,11.04,642.94
E2-accuracy,device2,tinyllama,12,complaint,"response:
category: complaint

thank",True,10.95,652.54
E2-accuracy,device2,tinyllama,13,complaint,"response:
category: complaint

thank",True,9.83,756.47
E2-accuracy,device2,tinyllama,14,complaint,"response:
the email is classified as an",False,10.07,729.46
E2-accuracy,device2,tinyllama,15,complaint,"response:
the email is classified as an",False,11.13,637.64
E2-accuracy,device2,tinyllama,16,complaint,"response:
category: complaint

i",True,10.27,707.86
E2-accuracy,device2,tinyllama,17,complaint,"response:
catgoer: (sent",False,9.52,787.76
E2-accuracy,device2,tinyllama,18,complaint,"response:
category: complaint",True,7.68,707.29
E2-accuracy,device2,tinyllama,19,complaint,"response:
category: complaint

thank",True,9.36,795.09
E2-accuracy,device2,tinyllama,20,complaint,"response:
the email has been classified as",False,9.77,759.16
E2-accuracy,device2,tinyllama,21,feedback,"response:
thank you for your feedback! we",True,10.39,694.32
E2-accuracy,device2,tinyllama,22,feedback,"response:
thank you for sharing your feedback!",True,10.98,633.19
E2-accuracy,device2,tinyllama,23,feedback,"response:
catgoer: thank you for",False,10.72,667.5
E2-accuracy,device2,tinyllama,24,feedback,"response:
thank you for your email we",False,10.63,671.35
E2-accuracy,device2,tinyllama,25,feedback,"response:
sure! here's how",False,10.97,646.84
E2-accuracy,device2,tinyllama,26,feedback,"response:
thank you for your feedback! we",True,10.04,725.11
E2-accuracy,device2,tinyllama,27,feedback,"response:
catgoeries: inquiry",False,9.9,735.08
E2-accuracy,device2,tinyllama,28,feedback,"response:
the email is classified as an",False,11.21,622.5
E2-accuracy,device2,tinyllama,29,feedback,"response:
thank you for your feedback! we",True,10.52,680.03
E2-accuracy,device2,tinyllama,30,feedback,"response:
category: complaint

thank",False,11.62,587.65
E2-accuracy,device2,tinyllama,31,spam,response: congratulations! you have won a,False,9.13,821.9
E2-accuracy,device2,tinyllama,32,spam,"response:
catgoer: thank you for",False,9.44,785.05
E2-accuracy,device2,tinyllama,33,spam,"response:
category: inquiry

thank",False,10.26,689.42
E2-accuracy,device2,tinyllama,34,spam,"response:
dear valued customer",False,7.94,953.68
E2-accuracy,device2,tinyllama,35,spam,"response:
the email is classified as """,False,9.62,737.41
E2-accuracy,device2,tinyllama,36,spam,"response:
categoary: inquiry",False,8.6,886.76
E2-accuracy,device2,tinyllama,37,spam,"response:
category: complaint

thank",False,9.0,836.11
E2-accuracy,device2,tinyllama,38,spam,"response:
catgoer: ""sure",False,9.51,778.08
E2-accuracy,device2,tinyllama,39,spam,"response:
categoory: complaint",False,8.76,863.67
E2-accuracy,device2,tinyllama,40,spam,"response:
categoary: investment",False,8.57,888.68
E2-accuracy,device2,tinyllama,41,urgent,"response:
catgo: urgent: server",True,9.51,765.83
E2-accuracy,device2,tinyllama,42,urgent,"response:
category: urgent

i",True,10.45,682.74
E2-accuracy,device2,tinyllama,43,urgent,"response:
category: complaint

thank",False,10.28,702.43
E2-accuracy,device2,tinyllama,44,urgent,"response:
categoory: complaint",False,8.8,862.37
E2-accuracy,device2,tinyllama,45,urgent,"response:
catgoer: ""sure",False,10.58,669.35
E2-accuracy,device2,tinyllama,46,urgent,"response:
categoory: complaint",False,9.84,738.74
E2-accuracy,device2,tinyllama,47,urgent,"response:
categoary: inquiry",False,10.07,719.3
E2-accuracy,device2,tinyllama,48,urgent,"response:
category: urgent

b",True,10.59,668.03
E2-accuracy,device2,tinyllama,49,urgent,"response:
category: complaint

thank",False,9.57,772.86
E2-accuracy,device2,tinyllama,50,urgent,"response:
categoory: critical bug",False,10.09,716.55
E2-accuracy,device2,tinyllama,51,inquiry,"response:
category: inquiry

thank",True,9.86,729.45
E2-accuracy,device2,tinyllama,52,inquiry,"response:
yes you can upgrade your current",False,11.75,577.42
E2-accuracy,device2,tinyllama,53,complaint,"response:
the email has been classified as",False,9.75,753.47
E2-accuracy,device2,tinyllama,54,complaint,"response:
the email has been classified as",False,11.01,629.29
E2-accuracy,device2,tinyllama,55,feedback,"response:
the email is classified as """,False,10.01,722.15
E2-accuracy,device2,tinyllama,56,feedback,"response:
thank you for your feedback! your",True,8.81,783.44
E2-accuracy,device2,tinyllama,57,spam,"response:
category: complaint

thank",False,7.76,996.81
E2-accuracy,device2,tinyllama,58,spam,response: congratulations! your email has been,False,8.07,958.5
E2-accuracy,device2,tinyllama,59,urgent,"response:
catgoeries: urgent",True,9.61,756.47
E2-accuracy,device2,tinyllama,60,urgent,"response:
categoory: complaint",False,8.27,926.71
E2-accuracy,device2,tinyllama,61,inquiry,"response:
category: complaint

thank",False,9.78,737.27
E2-accuracy,device2,tinyllama,62,inquiry,"response:
the email is classified as a",False,10.91,641.41
E2-accuracy,device2,tinyllama,63,complaint,"response:
the email is a complaint",True,8.61,881.57
E2-accuracy,device2,tinyllama,64,complaint,"response:
category: complaint

thank",True,9.63,755.4
E2-accuracy,device2,tinyllama,65,feedback,"response:
thank you for your feedback we",True,8.9,831.74
E2-accuracy,device2,tinyllama,66,feedback,"response:
the email has been classified as",False,10.45,650.31
E2-accuracy,device2,tinyllama,67,spam,"response:
the email has been classified as",False,8.14,943.67
E2-accuracy,device2,tinyllama,68,spam,response: thank you for your email the information,False,9.35,782.13
E2-accuracy,device2,tinyllama,69,urgent,"response:
catgoer: urgent!",True,9.8,731.54
E2-accuracy,device2,tinyllama,70,urgent,"response:
catgoer: ""thank you",False,8.83,840.78
E2-accuracy,device2,tinyllama,71,inquiry,"response:
yes we accept both contactless",False,10.35,675.63
E2-accuracy,device2,tinyllama,72,inquiry,"response:
based on the provided email",False,10.25,683.94
E2-accuracy,device2,tinyllama,73,complaint,"response:
the email has been classified as",False,9.62,729.14
E2-accuracy,device2,tinyllama,74,complaint,"response:
the email is classified as an",False,9.17,770.57
E2-accuracy,device2,tinyllama,75,feedback,"response:
category: complaint

thank",False,9.39,760.68
E2-accuracy,device2,tinyllama,76,feedback,"response:
thank you for bringing this to our",False,8.85,847.72
E2-accuracy,device2,tinyllama,77,spam,"response:
categoory: complaint",False,8.07,961.13
E2-accuracy,device2,tinyllama,78,spam,"response:
the email has been classified as",False,9.17,808.98
E2-accuracy,device2,tinyllama,79,urgent,"response:
catgoeries: inquiry",False,8.87,841.85
E2-accuracy,device2,tinyllama,80,urgent,"response:
categoary: inquiry",False,9.23,798.23
E2-accuracy,device2,tinyllama,81,inquiry,"response:
yes our restaurant caters for",False,10.48,676.25
E2-accuracy,device2,tinyllama,82,inquiry,"response:
category: complaint

thank",False,10.08,715.22
E2-accuracy,device2,tinyllama,83,complaint,"response:
category: complaint

thank",True,10.11,703.92
E2-accuracy,device2,tinyllama,84,complaint,"response:
category: complaint

thank",True,9.9,726.08
E2-accuracy,device2,tinyllama,85,feedback,"response:
thank you for your feedback! we",True,10.2,690.33
E2-accuracy,device2,tinyllama,86,feedback,"response:
the email you sent contains information about",False,9.98,719.07
E2-accuracy,device2,tinyllama,87,spam,"response:
categoary: ""inqu",False,8.75,843.11
E2-accuracy,device2,tinyllama,88,spam,"response:
category: complaint

b",False,8.47,891.03
E2-accuracy,device2,tinyllama,89,urgent,"response:
catgoer: urgent:",True,9.1,816.49
E2-accuracy,device2,tinyllama,90,urgent,"response:
categoary: inquiry",False,9.45,778.17
E2-accuracy,device2,tinyllama,91,inquiry,"response:
thank you for your email which",False,8.21,928.46
E2-accuracy,device2,tinyllama,92,inquiry,"response:
yes we do have a student",False,9.89,729.14
E2-accuracy,device2,tinyllama,93,complaint,"response:
the email has been classified as",False,9.75,733.86
E2-accuracy,device2,tinyllama,94,complaint,"response:
category: complaint

thank",True,9.55,763.31
E2-accuracy,device2,tinyllama,95,feedback,"response:
thank you for your email! the",False,9.94,717.23
E2-accuracy,device2,tinyllama,96,feedback,"response: ""inquiry""",False,6.64,833.29
E2-accuracy,device2,tinyllama,97,spam,"response:
categoary: inquiry",False,8.6,869.25
E2-accuracy,device2,tinyllama,98,spam,"response:
category: inquiry",False,8.57,871.07
E2-accuracy,device2,tinyllama,99,urgent,"response:
catgoeries: inquiry",False,8.8,845.39
E2-accuracy,device2,tinyllama,100,urgent,"response:
category: urgent

lock",True,9.04,813.74
E2-accuracy,device2,tinyllama-q5,1,inquiry,"response:
categoory: complaint",False,2.57,3558.67
E2-accuracy,device2,tinyllama-q5,2,inquiry,"response:
sure! based on the provided",False,6.33,1251.15
E2-accuracy,device2,tinyllama-q5,3,inquiry,"response: ""return policy""

this email",False,6.22,1281.38
E2-accuracy,device2,tinyllama-q5,4,inquiry,"response:
the email is a complaint and",False,6.85,1126.82
E2-accuracy,device2,tinyllama-q5,5,inquiry,response: the email is a complaint and should,False,6.6,1170.51
E2-accuracy,device2,tinyllama-q5,6,inquiry,response: yes your payment of rs,False,6.54,1198.39
E2-accuracy,device2,tinyllama-q5,7,inquiry,"response:
according to the provided email",False,7.15,1069.89
E2-accuracy,device2,tinyllama-q5,8,inquiry,"response:
the email is classified as a",False,6.41,1208.45
E2-accuracy,device2,tinyllama-q5,9,inquiry,"response:
bulk discounts for orders",False,6.65,1158.95
E2-accuracy,device2,tinyllama-q5,10,inquiry,response: the email is classified as an inqu,False,5.71,1409.2
E2-accuracy,device2,tinyllama-q5,11,complaint,"response:
the email is classified as a",False,6.41,1210.68
E2-accuracy,device2,tinyllama-q5,12,complaint,"response: ""this email falls into the 'comp",False,6.5,1195.76
E2-accuracy,device2,tinyllama-q5,13,complaint,"response:
the email is classified as a",False,5.9,1354.11
E2-accuracy,device2,tinyllama-q5,14,complaint,"response: ""inquiry""

this",False,6.18,1282.45
E2-accuracy,device2,tinyllama-q5,15,complaint,"response:
this email is classified as an",False,6.44,1167.33
E2-accuracy,device2,tinyllama-q5,16,complaint,"response:
according to the provided email",False,6.08,1304.63
E2-accuracy,device2,tinyllama-q5,17,complaint,"response:
according to the provided email",False,5.0,1524.81
E2-accuracy,device2,tinyllama-q5,18,complaint,"response: ""inquiry""

this",False,5.0,1576.16
E2-accuracy,device2,tinyllama-q5,19,complaint,"response:
this email falls into the ""comp",False,5.05,1619.18
E2-accuracy,device2,tinyllama-q5,20,complaint,"response:
this email falls into the ""comp",False,5.46,1434.26
E2-accuracy,device2,tinyllama-q5,21,feedback,"response:
category: feedback

thank you",True,5.87,1326.37
E2-accuracy,device2,tinyllama-q5,22,feedback,"response:

category: inquiry",False,4.34,1702.65
E2-accuracy,device2,tinyllama-q5,23,feedback,"response:
the email is classified as an",False,3.87,2010.31
E2-accuracy,device2,tinyllama-q5,24,feedback,"response:
this email falls into the ""comp",False,4.58,1738.54
E2-accuracy,device2,tinyllama-q5,25,feedback,response: please add more payment options as suggested in,False,5.27,1503.04
E2-accuracy,device2,tinyllama-q5,26,feedback,"response:
based on the provided email",False,5.74,1388.91
E2-accuracy,device2,tinyllama-q5,27,feedback,"response:
categoory: inquiry",False,5.48,1440.72
E2-accuracy,device2,tinyllama-q5,28,feedback,"response:
sure! here's how",False,6.07,1266.71
E2-accuracy,device2,tinyllama-q5,29,feedback,"response:
the email is classified as a",False,5.5,1426.6
E2-accuracy,device2,tinyllama-q5,30,feedback,"response:
based on the provided email",False,6.79,1126.35
E2-accuracy,device2,tinyllama-q5,31,spam,"response: category: complaint

based",False,4.99,1628.94
E2-accuracy,device2,tinyllama-q5,32,spam,response: urgent: your bank account,False,5.52,1445.38
E2-accuracy,device2,tinyllama-q5,33,spam,"response: ""inquiry""

this",False,6.04,1295.49
E2-accuracy,device2,tinyllama-q5,34,spam,"response:
classification: inquiry",False,5.03,1628.74
E2-accuracy,device2,tinyllama-q5,35,spam,"response:
this email falls into the ""comp",False,5.98,1326.14
E2-accuracy,device2,tinyllama-q5,36,spam,the email i received is an inquiry and not,False,5.18,1571.45
E2-accuracy,device2,tinyllama-q5,37,spam,"response:
the email is classified as a",False,5.52,1469.56
E2-accuracy,device2,tinyllama-q5,38,spam,"response:
the email is a complaint",False,5.54,1454.33
E2-accuracy,device2,tinyllama-q5,39,spam,"response:
category: urgent

b",False,5.08,1618.23
E2-accuracy,device2,tinyllama-q5,40,spam,"response:
invest in crypto and double",False,4.98,1659.87
E2-accuracy,device2,tinyllama-q5,41,urgent,response: urgent: server room temperature,True,5.93,1336.53
E2-accuracy,device2,tinyllama-q5,42,urgent,"response:
category: urgent

b",True,6.47,1193.17
E2-accuracy,device2,tinyllama-q5,43,urgent,"response: ""inquiry""

ex",False,6.19,1256.08
E2-accuracy,device2,tinyllama-q5,44,urgent,"response:
category: urgent

this",True,3.25,2503.62
E2-accuracy,device2,tinyllama-q5,45,urgent,"response: ""inquiry""

this",False,6.18,1298.31
E2-accuracy,device2,tinyllama-q5,46,urgent,"response with ""inquiry"" as the category",False,6.73,1139.8
E2-accuracy,device2,tinyllama-q5,47,urgent,"response: ""inquiry""

this",False,7.81,988.95
E2-accuracy,device2,tinyllama-q5,48,urgent,"response:

category: urgent",True,8.7,874.99
E2-accuracy,device2,tinyllama-q5,49,urgent,"response:
category: urgent

note",True,7.96,985.7
E2-accuracy,device2,tinyllama-q5,50,urgent,"response:

category: urgent",True,8.35,903.95
E2-accuracy,device2,tinyllama-q5,51,inquiry,"response:
category: inquiry

b",True,7.86,990.54
E2-accuracy,device2,tinyllama-q5,52,inquiry,"response: ""inquiry""

this",True,9.59,760.06
E2-accuracy,device2,tinyllama-q5,53,complaint,"response:
the email is classified as an",False,7.99,978.59
E2-accuracy,device2,tinyllama-q5,54,complaint,"response:
this email falls into the ""comp",False,8.75,866.76
E2-accuracy,device2,tinyllama-q5,55,feedback,"response:
the email is classified as an",False,8.05,954.04
E2-accuracy,device2,tinyllama-q5,56,feedback,"response:
the email is classified as an",False,8.11,954.69
E2-accuracy,device2,tinyllama-q5,57,spam,"response:
this email falls into the ""comp",False,6.79,1199.51
E2-accuracy,device2,tinyllama-q5,58,spam,response: congratulations! your mobile number has,False,6.72,1213.38
E2-accuracy,device2,tinyllama-q5,59,urgent,response: urgent: chemical spill in,True,7.58,1040.6
E2-accuracy,device2,tinyllama-q5,60,urgent,"response:
categoory: complaint",False,6.67,1219.95
E2-accuracy,device2,tinyllama-q5,61,inquiry,"response:
the email is a complaint and",False,7.75,998.9
E2-accuracy,device2,tinyllama-q5,62,inquiry,"response:
the email is a complaint and",False,8.71,856.21
E2-accuracy,device2,tinyllama-q5,63,complaint,"response:
the email is classified as a",False,6.66,1222.15
E2-accuracy,device2,tinyllama-q5,64,complaint,"response:
this email is classified as an",False,7.61,1037.95
E2-accuracy,device2,tinyllama-q5,65,feedback,"response:
according to the provided email",False,7.05,1141.52
E2-accuracy,device2,tinyllama-q5,66,feedback,"response:
the email is classified as a",False,8.53,884.43
E2-accuracy,device2,tinyllama-q5,67,spam,"response:
the email is classified as an",False,6.38,1273.99
E2-accuracy,device2,tinyllama-q5,68,spam,response: please find the category label for this email,False,7.35,1082.52
E2-accuracy,device2,tinyllama-q5,69,urgent,response: urgent: ran somware attack detected,True,7.42,1064.94
E2-accuracy,device2,tinyllama-q5,70,urgent,"response:
categoary: urgent",True,6.72,1164.11
E2-accuracy,device2,tinyllama-q5,71,inquiry,"response:
the email is a complaint about",False,7.68,991.69
E2-accuracy,device2,tinyllama-q5,72,inquiry,"response:
bulk stationery purchase discount",False,7.88,971.58
E2-accuracy,device2,tinyllama-q5,73,complaint,"response:
the email has been classified as",False,7.83,974.36
E2-accuracy,device2,tinyllama-q5,74,complaint,"response: ""inquiry""

this",False,7.59,1034.15
E2-accuracy,device2,tinyllama-q5,75,feedback,"response:
the email is classified as """,False,7.71,1004.98
E2-accuracy,device2,tinyllama-q5,76,feedback,"response:
the email is a complaint",False,6.93,1140.87
E2-accuracy,device2,tinyllama-q5,77,spam,"response:
categoory: complaint",False,6.27,1304.44
E2-accuracy,device2,tinyllama-q5,78,spam,"response: ""inquiry""

this",False,7.02,1124.16
E2-accuracy,device2,tinyllama-q5,79,urgent,"response:
categoary: urgent",True,6.95,1156.81
E2-accuracy,device2,tinyllama-q5,80,urgent,"response:
category: urgent

b",True,7.11,1118.26
E2-accuracy,device2,tinyllama-q5,81,inquiry,"response:
the email is classified as an",False,8.18,939.32
E2-accuracy,device2,tinyllama-q5,82,inquiry,"response: ""inquiry""

no",True,7.94,980.17
E2-accuracy,device2,tinyllama-q5,83,complaint,"response:
the email is classified as an",False,7.87,987.99
E2-accuracy,device2,tinyllama-q5,84,complaint,"response:
the furniture you received is a",False,7.87,981.86
E2-accuracy,device2,tinyllama-q5,85,feedback,"response:
this email falls into the ""comp",False,8.16,940.02
E2-accuracy,device2,tinyllama-q5,86,feedback,"response:
the email you provided falls into the",False,8.06,958.99
E2-accuracy,device2,tinyllama-q5,87,spam,"response: ""inquiry""

this",False,6.84,1164.36
E2-accuracy,device2,tinyllama-q5,88,spam,"response: ""warning: your inst",False,6.73,1204.62
E2-accuracy,device2,tinyllama-q5,89,urgent,response: urgent: two delivery trucks,True,7.27,1093.28
E2-accuracy,device2,tinyllama-q5,90,urgent,"response:
according to the provided email",False,7.18,1090.79
E2-accuracy,device2,tinyllama-q5,91,inquiry,"response:
the email is classified as an",False,6.34,1296.36
E2-accuracy,device2,tinyllama-q5,92,inquiry,"response:
the email is classified as an",False,7.98,962.0
E2-accuracy,device2,tinyllama-q5,93,complaint,"response:
this email falls into the ""comp",False,8.01,962.94
E2-accuracy,device2,tinyllama-q5,94,complaint,"response:
categoary: complaint",True,7.66,1021.25
E2-accuracy,device2,tinyllama-q5,95,feedback,"response:
the email is classified into the",False,7.85,993.74
E2-accuracy,device2,tinyllama-q5,96,feedback,"response with ""inquiry"" category label only",False,6.9,1142.66
E2-accuracy,device2,tinyllama-q5,97,spam,"response:
categoary: inquiry",False,6.38,1231.79
E2-accuracy,device2,tinyllama-q5,98,spam,"response:
this email is classified as an",False,6.36,1258.79
E2-accuracy,device2,tinyllama-q5,99,urgent,response: urgent: production line 3 has,True,6.37,1253.63
E2-accuracy,device2,tinyllama-q5,100,urgent,"response:
category: urgent

b",True,6.8,1160.8
E2-accuracy,device2,tinyllama-q8,1,inquiry,"response:
categoory: complaint",False,3.28,2623.79
E2-accuracy,device2,tinyllama-q8,2,inquiry,"response:
sure! the email is a",False,8.47,747.34
E2-accuracy,device2,tinyllama-q8,3,inquiry,"response: ""return policy""

category:",False,8.4,769.86
E2-accuracy,device2,tinyllama-q8,4,inquiry,"response:
based on the provided email",False,9.06,680.59
E2-accuracy,device2,tinyllama-q8,5,inquiry,response: the email is a complaint and should,False,8.61,732.16
E2-accuracy,device2,tinyllama-q8,6,inquiry,response: yes your payment of rs,False,8.47,745.62
E2-accuracy,device2,tinyllama-q8,7,inquiry,"response:
according to the provided email",False,9.08,670.54
E2-accuracy,device2,tinyllama-q8,8,inquiry,"response: ""international shipping takes approximately",False,8.82,711.23
E2-accuracy,device2,tinyllama-q8,9,inquiry,"response:
bulk discounts for orders",False,9.05,666.99
E2-accuracy,device2,tinyllama-q8,10,inquiry,response: the email is classified as an inqu,False,7.64,882.02
E2-accuracy,device2,tinyllama-q8,11,complaint,"response:
this email falls into the ""comp",False,8.65,730.99
E2-accuracy,device2,tinyllama-q8,12,complaint,"response: ""this email falls into the 'comp",False,8.5,715.7
E2-accuracy,device2,tinyllama-q8,13,complaint,"response:
this email falls into the ""comp",False,7.34,930.19
E2-accuracy,device2,tinyllama-q8,14,complaint,"response: ""inquiry""

b",False,8.1,808.29
E2-accuracy,device2,tinyllama-q8,15,complaint,"response:
this email is classified as an",False,8.9,697.53
E2-accuracy,device2,tinyllama-q8,16,complaint,"response:
category: complaint

b",True,8.42,763.63
E2-accuracy,device2,tinyllama-q8,17,complaint,"response:
the email has been classified as",False,7.97,832.95
E2-accuracy,device2,tinyllama-q8,18,complaint,"response: ""this email is classified as an",False,8.19,781.45
E2-accuracy,device2,tinyllama-q8,19,complaint,"response:
this email falls under the ""comp",False,7.02,947.9
E2-accuracy,device2,tinyllama-q8,20,complaint,"response:
this email falls into the ""comp",False,7.51,900.38
E2-accuracy,device2,tinyllama-q8,21,feedback,"response:
category: feedback",True,8.55,738.62
E2-accuracy,device2,tinyllama-q8,22,feedback,"response:
category: inquiry",False,9.0,687.37
E2-accuracy,device2,tinyllama-q8,23,feedback,"response:
category: complaint

thank",False,8.21,769.16
E2-accuracy,device2,tinyllama-q8,24,feedback,"response:
this email falls into the ""in",False,8.56,745.08
E2-accuracy,device2,tinyllama-q8,25,feedback,response: please add more payment options as suggested in,False,8.76,714.92
E2-accuracy,device2,tinyllama-q8,26,feedback,"response:
this email falls into the ""comp",False,8.23,796.88
