experiment,device,model,run,single_time_s,single_tokens,single_toks,single_ttft_ms,agent_chain_s,step1_s,step2_s,step3_s,linear_expected_s,overhead_ratio,chain_completed,single_ram_mb,agent_ram_mb
E3,device3,tinyllama,1,2.528,50,19.78,2159.62,0.9765,0.2949,0.2693,0.4121,7.584,0.1288,True,925.1,828.4
E3,device3,tinyllama,2,0.4202,50,118.99,65.18,0.9547,0.2787,0.2671,0.4088,1.2606,0.7574,True,829.8,834.1
E3,device3,tinyllama,3,0.456,50,109.66,95.41,0.955,0.2802,0.2662,0.4085,1.368,0.6981,True,831.8,833.4
E3,device3,tinyllama,4,0.4285,50,116.69,70.72,0.9699,0.2885,0.2671,0.4141,1.2855,0.7545,True,830.9,835.2
E3,device3,tinyllama,5,0.4425,50,112.98,85.08,0.9783,0.2938,0.2705,0.4139,1.3275,0.737,True,836.6,838.8
E3,device3,tinyllama,6,0.4173,50,119.83,56.56,0.9713,0.2881,0.2667,0.4163,1.2519,0.7759,True,840.1,842.8
E3,device3,tinyllama,7,0.4319,50,115.76,69.06,0.9714,0.2846,0.2686,0.418,1.2957,0.7497,True,838.8,842.5
E3,device3,tinyllama,8,0.4544,50,110.05,93.39,0.9584,0.2777,0.266,0.4145,1.3632,0.703,True,840.6,840.6
E3,device3,tinyllama,9,0.453,50,110.39,92.76,0.9733,0.2858,0.2729,0.4144,1.359,0.7162,True,837.2,838.3
E3,device3,tinyllama,10,0.434,50,115.22,73.59,0.9783,0.2929,0.2706,0.4146,1.302,0.7514,True,836.3,840.3
E3,device3,tinyllama,11,0.4708,50,106.21,110.6,0.9638,0.2841,0.2653,0.4143,1.4124,0.6824,True,839.7,841.5
E3,device3,tinyllama,12,0.4359,50,114.71,74.44,0.97,0.2893,0.2697,0.4108,1.3077,0.7417,True,841.0,843.3
E3,device3,tinyllama,13,0.4238,50,117.97,66.67,0.9923,0.3111,0.2661,0.4148,1.2714,0.7804,True,840.8,842.2
E3,device3,tinyllama,14,0.4578,50,109.22,85.57,0.973,0.2838,0.2753,0.4137,1.3734,0.7084,True,842.9,844.7
E3,device3,tinyllama,15,0.4226,50,118.33,65.93,0.9515,0.2688,0.2683,0.4143,1.2678,0.7505,True,845.8,848.2
E3,device3,tinyllama,16,0.4266,50,117.21,66.73,0.9773,0.2856,0.2691,0.4224,1.2798,0.7636,True,850.3,854.9
E3,device3,tinyllama,17,0.4356,50,114.77,75.21,0.981,0.29,0.2709,0.4199,1.3068,0.7507,True,854.9,852.8
E3,device3,tinyllama,18,0.4304,50,116.16,70.21,0.9584,0.2712,0.2741,0.4129,1.2912,0.7423,True,853.1,854.0
E3,device3,tinyllama,19,0.4395,50,113.77,82.88,0.9653,0.273,0.2755,0.4167,1.3185,0.7321,True,852.3,854.5
E3,device3,tinyllama,20,0.4588,50,108.97,93.88,0.9528,0.2782,0.2657,0.4087,1.3764,0.6922,True,855.4,857.0
E3,device3,tinyllama,21,0.4429,50,112.89,80.57,0.9694,0.2863,0.2681,0.4149,1.3287,0.7296,True,853.6,856.0
E3,device3,tinyllama,22,0.4373,50,114.33,74.83,0.9759,0.2916,0.2666,0.4176,1.3119,0.7439,True,855.7,856.0
E3,device3,tinyllama,23,0.4418,50,113.17,82.43,0.9766,0.2867,0.2721,0.4175,1.3254,0.7368,True,855.0,854.5
E3,device3,tinyllama,24,0.4551,50,109.87,92.08,0.9673,0.2786,0.271,0.4176,1.3653,0.7085,True,852.9,856.9
E3,device3,tinyllama,25,0.4315,50,115.87,69.26,0.9783,0.2922,0.2718,0.4141,1.2945,0.7558,True,856.9,853.8
E3,device3,tinyllama,26,0.4168,50,119.96,58.57,0.9799,0.2845,0.2722,0.4231,1.2504,0.7837,True,851.5,856.7
E3,device3,tinyllama,27,0.44,50,113.63,76.87,0.9736,0.2925,0.2675,0.4135,1.32,0.7376,True,856.0,855.6
E3,device3,tinyllama,28,0.4384,50,114.06,74.14,0.9806,0.287,0.2726,0.4209,1.3152,0.7456,True,854.0,855.7
E3,device3,tinyllama,29,0.4189,50,119.36,62.24,0.9641,0.2798,0.2686,0.4155,1.2567,0.7672,True,855.7,860.6
E3,device3,tinyllama,30,0.4434,50,112.76,77.7,0.97,0.2831,0.266,0.4208,1.3302,0.7292,True,860.0,862.3
E3,device3,phi3:mini,1,3.6776,24,6.53,3164.44,2.1328,0.4996,0.5335,1.0996,11.0328,0.1933,True,1250.0,853.7
E3,device3,phi3:mini,2,0.5926,24,40.5,80.98,2.0988,0.4689,0.5304,1.0994,1.7778,1.1806,True,854.2,855.9
E3,device3,phi3:mini,3,0.5771,24,41.59,66.95,2.1147,0.4811,0.5313,1.1021,1.7313,1.2215,True,856.7,857.7
E3,device3,phi3:mini,4,0.5786,24,41.48,66.12,2.1072,0.4752,0.5303,1.1016,1.7358,1.214,True,858.6,859.4
E3,device3,phi3:mini,5,0.6075,24,39.51,97.54,2.1175,0.481,0.5332,1.1032,1.8225,1.1619,True,859.4,861.0
E3,device3,phi3:mini,6,0.6296,24,38.12,118.32,2.1234,0.4841,0.5348,1.1044,1.8888,1.1242,True,861.1,861.1
E3,device3,phi3:mini,7,0.5996,24,40.03,86.73,2.1091,0.4707,0.5333,1.105,1.7988,1.1725,True,861.1,861.8
E3,device3,phi3:mini,8,0.6092,24,39.39,98.54,2.1229,0.4814,0.5351,1.1063,1.8276,1.1616,True,862.8,863.7
E3,device3,phi3:mini,9,0.5996,24,40.03,89.58,2.1081,0.4682,0.5337,1.106,1.7988,1.1719,True,864.0,864.4
E3,device3,phi3:mini,10,0.6077,24,39.49,96.46,2.1291,0.492,0.5332,1.1037,1.8231,1.1679,True,864.2,865.4
E3,device3,phi3:mini,11,0.6093,24,39.39,97.5,2.1247,0.4874,0.5331,1.1042,1.8279,1.1624,True,865.9,867.1
E3,device3,phi3:mini,12,0.6031,24,39.8,91.38,2.1158,0.4743,0.5356,1.1057,1.8093,1.1694,True,867.1,868.6
E3,device3,phi3:mini,13,0.6171,24,38.89,104.95,2.1288,0.4895,0.536,1.1031,1.8513,1.1499,True,869.3,870.8
E3,device3,phi3:mini,14,0.5848,24,41.04,74.18,2.1325,0.4805,0.5398,1.112,1.7544,1.2155,True,872.0,872.3
E3,device3,phi3:mini,15,0.6064,24,39.58,91.48,2.1325,0.4743,0.5377,1.1202,1.8192,1.1722,True,872.3,876.5
E3,device3,phi3:mini,16,0.6042,24,39.72,89.21,2.1494,0.495,0.5396,1.1147,1.8126,1.1858,True,875.7,877.7
E3,device3,phi3:mini,17,0.6191,24,38.77,102.3,2.157,0.4909,0.546,1.1199,1.8573,1.1613,True,878.7,878.9
E3,device3,phi3:mini,18,0.601,24,39.93,85.46,2.1554,0.4805,0.5483,1.1264,1.803,1.1955,True,879.6,881.4
E3,device3,phi3:mini,19,0.6211,24,38.64,93.68,2.2314,0.5091,0.5602,1.162,1.8633,1.1976,True,881.4,881.6
E3,device3,phi3:mini,20,0.5882,24,40.81,72.1,2.2306,0.5018,0.601,1.1276,1.7646,1.2641,True,882.1,882.1
E3,device3,phi3:mini,21,0.6326,24,37.94,112.26,2.196,0.5124,0.5508,1.1326,1.8978,1.1571,True,882.1,883.4
E3,device3,phi3:mini,22,0.5972,24,40.19,75.63,2.17,0.486,0.5509,1.1329,1.7916,1.2112,True,883.4,883.8
E3,device3,phi3:mini,23,0.6039,24,39.74,83.74,2.47,0.4899,0.5652,1.4147,1.8117,1.3634,True,884.0,884.0
E3,device3,phi3:mini,24,0.6255,24,38.37,102.34,2.1837,0.4993,0.5514,1.1329,1.8765,1.1637,True,884.5,884.5
E3,device3,phi3:mini,25,0.5949,24,40.34,74.44,2.4439,0.5009,0.6381,1.3047,1.7847,1.3693,True,882.1,881.4
E3,device3,phi3:mini,26,0.7083,24,33.88,113.11,2.4501,0.5036,0.556,1.3903,2.1249,1.153,True,882.1,882.8
E3,device3,phi3:mini,27,0.747,24,32.13,109.72,2.6786,0.5906,0.6871,1.4007,2.241,1.1953,True,882.8,883.0
E3,device3,phi3:mini,28,0.737,24,32.56,97.28,2.6807,0.6007,0.6825,1.3973,2.211,1.2124,True,883.0,883.3
E3,device3,phi3:mini,29,0.6002,24,39.98,79.91,2.6966,0.5616,0.7079,1.427,1.8006,1.4976,True,883.3,884.5
E3,device3,phi3:mini,30,0.7524,24,31.9,98.15,2.4826,0.5194,0.5611,1.402,2.2572,1.0999,True,884.5,883.3
E3,device3,qwen2.5:3b,1,3.6904,27,7.32,3154.65,1.5641,0.4874,0.4618,0.6147,11.0712,0.1413,True,1068.3,996.1
E3,device3,qwen2.5:3b,2,0.7,27,38.57,169.47,1.5419,0.4793,0.4493,0.6132,2.1,0.7342,True,999.0,1007.3
E3,device3,qwen2.5:3b,3,0.709,27,38.08,178.79,1.568,0.4952,0.4594,0.6132,2.127,0.7372,True,1009.5,1015.0
E3,device3,qwen2.5:3b,4,0.7113,27,37.96,181.06,1.5558,0.486,0.4619,0.6078,2.1339,0.7291,True,1017.1,1026.0
E3,device3,qwen2.5:3b,5,0.7182,27,37.59,181.96,1.578,0.4917,0.4685,0.6175,2.1546,0.7324,True,1025.7,1032.7
E3,device3,qwen2.5:3b,6,0.6988,27,38.64,163.23,1.5778,0.4926,0.4708,0.6142,2.0964,0.7526,True,1032.7,1039.7
E3,device3,qwen2.5:3b,7,0.7175,27,37.63,179.65,1.5843,0.4859,0.4684,0.6299,2.1525,0.736,True,1039.7,1046.3
E3,device3,qwen2.5:3b,8,0.7257,27,37.21,178.4,1.6141,0.4933,0.4809,0.6397,2.1771,0.7414,True,1049.7,1054.3
E3,device3,qwen2.5:3b,9,0.7224,27,37.38,181.71,1.6154,0.4982,0.4703,0.6468,2.1672,0.7454,True,1055.7,1062.3
E3,device3,qwen2.5:3b,10,0.7235,27,37.32,175.12,1.6036,0.5096,0.4673,0.6266,2.1705,0.7388,True,1063.5,1071.7
E3,device3,qwen2.5:3b,11,0.7263,27,37.17,172.66,1.6377,0.5088,0.4752,0.6535,2.1789,0.7516,True,1072.4,1072.5
E3,device3,qwen2.5:3b,12,0.7454,27,36.22,194.89,1.648,0.5159,0.4796,0.6524,2.2362,0.737,True,1072.5,1074.7
E3,device3,qwen2.5:3b,13,0.7555,27,35.74,199.22,1.6535,0.5054,0.4944,0.6536,2.2665,0.7296,True,1074.3,1075.0
E3,device3,qwen2.5:3b,14,0.7362,27,36.67,182.89,1.6438,0.5194,0.4876,0.6366,2.2086,0.7443,True,1074.9,1072.5
E3,device3,qwen2.5:3b,15,0.9034,27,29.89,216.71,1.8035,0.516,0.5122,0.7752,2.7102,0.6654,True,1071.2,1075.2
E3,device3,qwen2.5:3b,16,0.9156,27,29.49,196.94,1.9901,0.5122,0.7103,0.7675,2.7468,0.7245,True,1077.7,1078.3
E3,device3,qwen2.5:3b,17,0.8197,27,32.94,180.08,1.9493,0.5068,0.5099,0.9324,2.4591,0.7927,True,1078.3,1076.1
E3,device3,qwen2.5:3b,18,0.8532,27,31.64,198.78,1.8379,0.5048,0.567,0.7659,2.5596,0.718,True,1073.6,1075.8
E3,device3,qwen2.5:3b,19,0.9135,27,29.56,204.24,1.9611,0.6002,0.5813,0.7794,2.7405,0.7156,True,1076.5,1078.5
E3,device3,qwen2.5:3b,20,0.8996,27,30.01,195.25,1.9507,0.6035,0.5734,0.7738,2.6988,0.7228,True,1078.5,1083.1
E3,device3,qwen2.5:3b,21,0.8193,27,32.96,213.34,2.0844,0.7111,0.6739,0.6992,2.4579,0.848,True,1082.9,1089.7
E3,device3,qwen2.5:3b,22,0.8238,27,32.77,179.62,2.3289,0.7165,0.6787,0.9336,2.4714,0.9424,True,1091.7,1093.1
E3,device3,qwen2.5:3b,23,0.8536,27,31.63,221.31,1.8029,0.5662,0.5342,0.7023,2.5608,0.704,True,1091.7,1093.7
E3,device3,qwen2.5:3b,24,0.9984,27,27.04,184.07,2.3384,0.728,0.6831,0.9272,2.9952,0.7807,True,1093.8,1098.5
E3,device3,qwen2.5:3b,25,0.8243,27,32.75,197.64,2.0126,0.5615,0.5259,0.925,2.4729,0.8139,True,1098.5,1098.1
E3,device3,qwen2.5:3b,26,0.8616,27,31.34,183.46,2.3366,0.7251,0.6955,0.9158,2.5848,0.904,True,1097.8,1097.8
E3,device3,qwen2.5:3b,27,0.8318,27,32.46,193.3,2.2981,0.6683,0.6907,0.939,2.4954,0.9209,True,1097.8,1098.6
E3,device3,qwen2.5:3b,28,1.0712,27,25.21,199.6,2.0288,0.729,0.5589,0.7408,3.2136,0.6313,True,1099.5,1100.1
E3,device3,qwen2.5:3b,29,1.0209,27,26.45,180.14,2.3622,0.7173,0.6909,0.9539,3.0627,0.7713,True,1100.1,1099.9
E3,device3,qwen2.5:3b,30,0.9392,27,28.75,215.79,1.9858,0.6088,0.5914,0.7855,2.8176,0.7048,True,1101.4,1102.3
E3,device3,mistral:7b,1,9.3015,0,0.0,9301.55,29.8573,11.2551,9.2183,9.383,27.9045,1.07,False,880.5,883.4
E3,device3,mistral:7b,2,9.3123,0,0.0,9312.3,33.0145,10.0997,10.7721,12.1414,27.9369,1.1818,False,885.7,894.7
E3,device3,mistral:7b,3,9.3497,0,0.0,9349.75,27.684,9.0466,9.2049,9.4317,28.0491,0.987,False,897.3,909.5
E3,device3,mistral:7b,4,9.1566,0,0.0,9156.63,26.6753,8.3987,9.2433,9.0326,27.4698,0.9711,False,906.7,911.8
E3,device3,mistral:7b,5,11.9238,0,0.0,11923.81,31.2324,9.6088,10.8504,10.7723,35.7714,0.8731,False,912.3,911.0
E3,device3,mistral:7b,6,10.1652,0,0.0,10165.2,30.7675,12.0883,9.3371,9.3405,30.4956,1.0089,False,906.2,911.4
E3,device3,mistral:7b,7,8.8574,0,0.0,8857.36,28.4992,9.9731,9.5521,8.9733,26.5722,1.0725,False,913.6,912.3
E3,device3,mistral:7b,8,9.1525,0,0.0,9152.47,28.7636,9.3837,9.311,10.0676,27.4575,1.0476,False,912.8,920.3
E3,device3,mistral:7b,9,9.4688,0,0.0,9468.76,29.5146,10.0287,10.1215,9.3636,28.4064,1.039,False,916.0,919.3
E3,device3,mistral:7b,10,9.2032,0,0.0,9203.17,27.4798,11.0438,9.2582,7.1764,27.6096,0.9953,False,921.0,922.7
E3,device3,mistral:7b,11,9.7681,0,0.0,9768.09,30.2685,9.3437,11.0095,9.9137,29.3043,1.0329,False,921.5,925.0
E3,device3,mistral:7b,12,9.3132,0,0.0,9313.2,28.5605,9.2863,9.8699,9.403,27.9396,1.0222,False,925.0,920.6
E3,device3,mistral:7b,13,9.3544,0,0.0,9354.35,27.2353,8.6411,9.2274,9.3659,28.0632,0.9705,False,916.7,923.3
E3,device3,mistral:7b,14,9.311,0,0.0,9310.96,28.2135,9.2917,9.4879,9.4323,27.933,1.01,False,916.1,921.3
E3,device3,mistral:7b,15,11.4676,0,0.0,11467.59,14.4404,10.4221,2.0458,1.9723,34.4028,0.4197,True,1035.5,1092.9
E3,device3,mistral:7b,16,3.2984,50,15.16,264.24,6.0498,2.0367,2.0329,1.9801,9.8952,0.6114,True,1095.6,1096.8
E3,device3,mistral:7b,17,3.2998,50,15.15,257.25,6.0719,2.0359,2.0582,1.9777,9.8994,0.6134,True,1098.7,1099.3
E3,device3,mistral:7b,18,3.3113,50,15.1,268.19,6.0568,2.0438,2.0389,1.974,9.9339,0.6097,True,1096.8,1100.0
E3,device3,mistral:7b,19,3.2854,50,15.22,251.85,6.0967,2.0586,2.0517,1.9862,9.8562,0.6186,True,1102.7,1105.4
E3,device3,mistral:7b,20,3.3066,50,15.12,263.31,6.1331,2.0545,2.0825,1.996,9.9198,0.6183,True,1105.4,1103.2
E3,device3,mistral:7b,21,3.3202,50,15.06,259.14,6.1648,2.0793,2.0739,2.0115,9.9606,0.6189,True,1103.3,1106.6
E3,device3,mistral:7b,22,3.3521,50,14.92,262.18,6.2194,2.0851,2.1036,2.0304,10.0563,0.6185,True,1105.3,1107.6
E3,device3,mistral:7b,23,3.3726,50,14.83,262.63,6.2647,2.1111,2.1137,2.0397,10.1178,0.6192,True,1108.2,1108.0
E3,device3,mistral:7b,24,3.4235,50,14.6,280.39,6.3607,2.1387,2.1537,2.0681,10.2705,0.6193,True,1109.1,1109.8
E3,device3,mistral:7b,25,3.4519,50,14.48,270.73,6.3646,2.1478,2.1386,2.0779,10.3557,0.6146,True,1109.1,1112.3
E3,device3,mistral:7b,26,3.5323,50,14.16,267.85,6.5484,2.2035,2.2092,2.1354,10.5969,0.618,True,1113.1,1114.8
E3,device3,mistral:7b,27,3.6776,50,13.6,289.63,6.9086,2.2789,2.3766,2.2528,11.0328,0.6262,True,1114.1,1113.7
E3,device3,mistral:7b,28,3.7289,50,13.41,280.71,6.7648,2.35,2.2442,2.1702,11.1867,0.6047,True,1113.4,1115.8
E3,device3,mistral:7b,29,3.8593,50,12.96,342.14,6.8525,2.2463,2.3666,2.2393,11.5779,0.5919,True,1114.4,1117.2
E3,device3,mistral:7b,30,3.6843,50,13.57,266.17,7.2333,2.4897,2.4681,2.2751,11.0529,0.6544,True,1114.7,1116.5
